Company,Role,Location,Salary Range,Status,Date Applied,Follow Up Date,Response,Interview Stage,Days To Response,Response Type,Cover Letter Used,What Worked,Tags,Notes,Career Page URL,Remote Policy,Remote Likelihood Score,Remote Evidence,Submission Lane,Submitted Resume Path,Submission Evidence Path,Submission Verified At
ELECTE S.R.L,Full Stack Developer,,,Draft,,,,Initial,,,2026-03-17_electe-s-r-l_full-stack-developer,,engineer;javascript;typescript;python;full-stack;ai;postgres;forward-deployed;customer-facing;api-integration;python-requested,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,python; method=direct; lane=manual. Job capture: applications/electe-s-r-l/jobs/2026-03-17_electe-s-r-l_full-stack-developer_d4d13664.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=missing_customer_facing_signal,python_requested_not_explicit_in_resume,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-full-stack-developer-electe-s-r-l-1130760,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Zus Health,Senior Software Engineer Data Platform,United States,,Draft,,,,Initial,,,2026-03-17_zus-health_senior-software-engineer-data-platform,,software;embedded;system;ceo;technical;director;code;video;cloud;senior;go;medical;health;healthcare;engineer;engineering;apache;forward-deployed;customer-facing;api-integration;python-requested,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,python; method=direct; lane=manual. Job capture: applications/zus-health/jobs/2026-03-17_zus-health_senior-software-engineer-data-platform_82f71375.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=missing_customer_facing_signal,python_requested_not_explicit_in_resume,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-software-engineer-data-platform-zus-health-1130735,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
SentiLink,Solutions Analytics Data Scientist,Austin,,Draft,,,,Initial,,,2026-03-17_sentilink_solutions-analytics-data-scientist,,python;technical;support;financial;fintech;analytics;go;health;engineering;forward-deployed;customer-facing;api-integration;python-requested,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,python; method=direct; lane=manual. Job capture: applications/sentilink/jobs/2026-03-17_sentilink_solutions-analytics-data-scientist_83001f00.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=missing_customer_facing_signal,python_requested_not_explicit_in_resume,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-solutions-analytics-data-scientist-sentilink-1130707,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
OraSure Technologies Inc.,Director Product Management,,,Draft,,,,Initial,,,2026-03-17_orasure-technologies-inc_director-product-management,,director;training;consult;support;growth;travel;voice;financial;c;leader;strategy;management;lead;senior;marketing;sales;health;recruitment;executive;full-time;forward-deployed;customer-facing;api-integration;voice-ai,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,voice-audio; method=direct; lane=manual. Job capture: applications/orasure-technologies-inc/jobs/2026-03-17_orasure-technologies-inc_director-product-management_d90b3aa6.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=missing_customer_facing_signal,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-director-product-management-orasure-technologies-inc-1130701,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
GHX,Senior Software Engineer Python Django PostgreSQL and Vue.js,,,Draft,,,,Initial,,,2026-03-17_ghx_senior-software-engineer-python-django-postgresql-and-vue-js,,python;django;software;design;saas;security;full-stack;technical;developer;testing;code;devops;cloud;git;postgresql;senior;operations;engineer;digital-nomad;forward-deployed;customer-facing;api-integration;python-requested,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,python; method=direct; lane=manual. Job capture: applications/ghx/jobs/2026-03-17_ghx_senior-software-engineer-python-django-postgresql-and-vue-js_09bdc006.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=missing_customer_facing_signal,python_requested_not_explicit_in_resume,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-software-engineer-python-django-postgresql-and-vue-js-ghx-1130694,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Gate,Executive Brand Operations,APAC-C1,,Draft,,,,Initial,,,2026-03-17_gate_executive-brand-operations,,web3;cryptocurrency;voice;lead;content;operations;executive;forward-deployed;customer-facing;api-integration;voice-ai,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,voice-audio; method=direct; lane=manual. Job capture: applications/gate/jobs/2026-03-17_gate_executive-brand-operations_0c49c600.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=missing_customer_facing_signal,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-executive-brand-operations-gate-1130691,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Amstar Curacao,Senior Python Backend Engineer Mission Critical,,,Draft,,,,Initial,,,2026-03-17_amstar-curacao_senior-python-backend-engineer-mission-critical,,dev;python;fastapi;sql;linux;pytest;nginx;apache;javascript;react;vs-code;remote-working;github-actions;forward-deployed;customer-facing;api-integration;python-requested,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=fde; signals=customer-integration,python; method=direct; lane=manual. Job capture: applications/amstar-curacao/jobs/2026-03-17_amstar-curacao_senior-python-backend-engineer-mission-critical_37d5d783.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=missing_customer_facing_signal,python_requested_not_explicit_in_resume,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-python-backend-engineer-mission-critical-amstar-curacao-1130690,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Sanctuary Computer,Sr. Firmware Engineer,Worldwide,$150k - $200k,Draft,,,,Initial,,,2026-03-17_sanctuary-computer_sr-firmware-engineer,,aws;c;c;cloud;ui-ux;open-source;product-management;hardware;iot;startup;kernel;linux-unix;infrastructure;service-design,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/sanctuary-computer/jobs/2026-03-17_sanctuary-computer_sr-firmware-engineer_8f170687.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remotive.com/remote-jobs/software-development/sr-firmware-engineer-2088653,remote,90,remote_feed_source;remote_keyword,manual,,,
ELEMENTAL TERRA CAPITAL LTD,Entry-Level Crypto Market Specialist,Worldwide,$48k - $60k,Draft,,,,Initial,,,2026-03-17_elemental-terra-capital-ltd_entry-level-crypto-market-specialist,,crypto;research;market-research;analytics;trading;onboarding,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/elemental-terra-capital-ltd/jobs/2026-03-17_elemental-terra-capital-ltd_entry-level-crypto-market-specialist_b741f0f9.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remotive.com/remote-jobs/all-others/entry-level-crypto-market-specialist-2088650,remote,90,remote_feed_source;remote_keyword,manual,,,
XXIX,Senior Product Designer,Worldwide,$80k - $120k,Draft,,,,Initial,,,2026-03-17_xxix_senior-product-designer,,open-source;ai-ml;product-strategy;hardware;iot;user-flows;digital-products,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/xxix/jobs/2026-03-17_xxix_senior-product-designer_cb71d6cf.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remotive.com/remote-jobs/design/senior-product-designer-2088647,remote,90,remote_feed_source;remote_keyword,manual,,,
Nebulab,Shopify Engineer,Worldwide,€30k - €60k,Draft,,,,Initial,,,2026-03-17_nebulab_shopify-engineer,,admin;api;ecommerce;graphql;javascript;react;ruby-rails;shopify;travel,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/nebulab/jobs/2026-03-17_nebulab_shopify-engineer_43dfbff0.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remotive.com/remote-jobs/software-development/shopify-engineer-2088643,remote,90,remote_feed_source;remote_keyword,manual,,,
VONQ NL,🇩🇪 Account Director (m/w/d),Germany,,Draft,,,,Initial,,,2026-03-17_vonq-nl_account-director-m-w-d,,account-management;r;rest,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/vonq-nl/jobs/2026-03-17_vonq-nl_account-director-m-w-d_f8f5751c.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remotive.com/remote-jobs/sales-business/account-director-m-w-d-2088639,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Loancrate,Senior Software Engineer,,,Draft,,,,Initial,,,2026-03-17_loancrate_senior-software-engineer,,full-stack;javascript;react;node;docker;typescript;graphql;postgres;aws,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/loancrate/jobs/2026-03-17_loancrate_senior-software-engineer_d47ca08f.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-software-engineer-loancrate-1130794,remote,90,remote_feed_source;remote_keyword,manual,,,
Fisher Agencies,Benefits Advisor Leadership Training Program,,,Draft,,,,Initial,,,2026-03-17_fisher-agencies_benefits-advisor-leadership-training-program,,training;support;growth;management,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/fisher-agencies/jobs/2026-03-17_fisher-agencies_benefits-advisor-leadership-training-program_6ed89964.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-benefits-advisor-leadership-training-program-fisher-agencies-1130788,remote,90,remote_feed_source;remote_keyword,manual,,,
Central Moloney,Electrical Engineer,Pine Bluff,,Draft,,,,Initial,,,2026-03-17_central-moloney_electrical-engineer,,design;technical;support;software;marketing;sales;health;engineer;engineering;recruitment;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/central-moloney/jobs/2026-03-17_central-moloney_electrical-engineer_66a60caf.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-electrical-engineer-central-moloney-1130786,remote,90,remote_feed_source;remote_keyword,manual,,,
Serverfarm,Data Center Site Start Up Manager,"Remote, USA",,Draft,,,,Initial,,,2026-03-17_serverfarm_data-center-site-start-up-manager,,manager;design;training;support;developer;testing;growth;travel;investment;cloud;strategy;management;lead;operations;operational;engineering;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/serverfarm/jobs/2026-03-17_serverfarm_data-center-site-start-up-manager_e11bc9a9.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-data-center-site-start-up-manager-serverfarm-1130785,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Life360,Staff DevOps Engineer,,,Draft,,,,Initial,,,2026-03-17_life360_staff-devops-engineer,,security;devops;mobile;engineer;apache,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/life360/jobs/2026-03-17_life360_staff-devops-engineer_29541979.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-staff-devops-engineer-life360-1130783,remote,90,remote_feed_source;remote_keyword,manual,,,
Graphcore,Engineering Manager Workload Management,GdaÅsk,,Draft,,,,Initial,,,2026-03-17_graphcore_engineering-manager-workload-management,,manager;technical;software;devops;management;engineering,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/graphcore/jobs/2026-03-17_graphcore_engineering-manager-workload-management_9f358b39.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-engineering-manager-workload-management-graphcore-1130779,remote,90,remote_feed_source;remote_keyword,manual,,,
HireHawk,Senior Ecommerce Creative Strategist Philippines,,,Draft,,,,Initial,,,2026-03-17_hirehawk_senior-ecommerce-creative-strategist-philippines,,strategist;support;testing;growth;video;lead;content;senior;marketing;analytics;ecommerce,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/hirehawk/jobs/2026-03-17_hirehawk_senior-ecommerce-creative-strategist-philippines_9cd5ba70.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-ecommerce-creative-strategist-philippines-hirehawk-1130774,remote,90,remote_feed_source;remote_keyword,manual,,,
Whatnot,Head of European and UK Policy,Dublin,,Draft,,,,Initial,,,2026-03-17_whatnot_head-of-european-and-uk-policy,,leader;senior;operational;ecommerce,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/whatnot/jobs/2026-03-17_whatnot_head-of-european-and-uk-policy_b771cc8a.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-head-of-european-and-uk-policy-whatnot-1130773,remote,90,remote_feed_source;remote_keyword,manual,,,
Whatnot,Partnerships Manager Japan,,,Draft,,,,Initial,,,2026-03-17_whatnot_partnerships-manager-japan,,manager;strategy;management;marketing;non-tech,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/whatnot/jobs/2026-03-17_whatnot_partnerships-manager-japan_85e499ff.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-partnerships-manager-japan-whatnot-1130771,remote,90,remote_feed_source;remote_keyword,manual,,,
Office Hours,Staff Software Engineer,,,Draft,,,,Initial,,,2026-03-17_office-hours_staff-software-engineer,,software;system;consulting;technical;code;investment;mongodb;health;engineer;engineering,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/office-hours/jobs/2026-03-17_office-hours_staff-software-engineer_f3dd7121.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-staff-software-engineer-office-hours-1130769,remote,90,remote_feed_source;remote_keyword,manual,,,
Whatnot,Associate Creative Director Design,San Francisco,,Draft,,,,Initial,,,2026-03-17_whatnot_associate-creative-director-design,,design;director;designer;support;growth;lead;marketing;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/whatnot/jobs/2026-03-17_whatnot_associate-creative-director-design_5c5cdb0d.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-associate-creative-director-design-whatnot-1130768,remote,90,remote_feed_source;remote_keyword,manual,,,
Whatnot,Payroll Analyst,New York,,Draft,,,,Initial,,,2026-03-17_whatnot_payroll-analyst,,analyst;payroll;hr;system;excel,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/whatnot/jobs/2026-03-17_whatnot_payroll-analyst_afc81f7d.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-payroll-analyst-whatnot-1130765,remote,90,remote_feed_source;remote_keyword,manual,,,
Descript,Support Agent,"San Francisco, CA",,Draft,,,,Initial,,,2026-03-17_descript_support-agent,,technical;support;video;chatbot,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/descript/jobs/2026-03-17_descript_support-agent_a1958ce3.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-support-agent-descript-1130764,remote,90,remote_feed_source;remote_keyword,manual,,,
Ashby,Principal VC & Startup Ecosystem Lead,San Francisco,,Draft,,,,Initial,,,2026-03-17_ashby_principal-vc-startup-ecosystem-lead,,design;game;founder;manager;education;strategy;lead;marketer;sales;health;executive;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/ashby/jobs/2026-03-17_ashby_principal-vc-startup-ecosystem-lead_1a09f71b.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-principal-vc-startup-ecosystem-lead-ashby-1130762,remote,90,remote_feed_source;remote_keyword,manual,,,
Sanctuary Computer,Senior Firmware Engineer,,,Draft,,,,Initial,,,2026-03-17_sanctuary-computer_senior-firmware-engineer,,engineer;senior;backend;firmware,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/sanctuary-computer/jobs/2026-03-17_sanctuary-computer_senior-firmware-engineer_a8642b71.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-firmware-engineer-sanctuary-computer-1130761,remote,90,remote_feed_source;remote_keyword,manual,,,
Galaxy,Senior Developer Experience Engineer,,,Draft,,,,Initial,,,2026-03-17_galaxy_senior-developer-experience-engineer,,developer;web3;crypto;founder;ceo;investment;finance;leader;senior;engineer;engineering;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/galaxy/jobs/2026-03-17_galaxy_senior-developer-experience-engineer_8a51a640.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-developer-experience-engineer-galaxy-1130758,remote,90,remote_feed_source;remote_keyword,manual,,,
10x Team,Go To Market Strategist AI Trainer Freelance 8 20 hrs week,London,,Draft,,,,Initial,,,2026-03-17_10x-team_go-to-market-strategist-ai-trainer-freelance-8-20-hrs-week,,trainer;strategist;content;marketing;sales;go;non-tech,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/10x-team/jobs/2026-03-17_10x-team_go-to-market-strategist-ai-trainer-freelance-8-20-hrs-week_91486092.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-go-to-market-strategist-ai-trainer-freelance-8-20-hrs-week-10x-team-1130756,remote,90,remote_feed_source;remote_keyword,manual,,,
10x Team,Migration Specialist AI Trainer Freelance 8 20 hrs week,London,,Draft,,,,Initial,,,2026-03-17_10x-team_migration-specialist-ai-trainer-freelance-8-20-hrs-week,,trainer;technical;content;engineering;part-time,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/10x-team/jobs/2026-03-17_10x-team_migration-specialist-ai-trainer-freelance-8-20-hrs-week_77aabfb5.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-migration-specialist-ai-trainer-freelance-8-20-hrs-week-10x-team-1130755,remote,90,remote_feed_source;remote_keyword,manual,,,
CI&T,CI&T 27985 Senior AI Engineer Brazil,Brazil,,Draft,,,,Initial,,,2026-03-17_ci-t_ci-t-27985-senior-ai-engineer-brazil,,react;system;technical;software;web;api;senior;engineer;backend,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/ci-t/jobs/2026-03-17_ci-t_ci-t-27985-senior-ai-engineer-brazil_de26e2c2.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-cit-27985-senior-ai-engineer-brazil-cit-1130751,remote,90,remote_feed_source;remote_keyword,manual,,,
Precision Medicine Group,Senior IT Project Manager,"Remote, United States",,Draft,,,,Initial,,,2026-03-17_precision-medicine-group_senior-it-project-manager,,manager;design;training;education;senior;executive;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/precision-medicine-group/jobs/2026-03-17_precision-medicine-group_senior-it-project-manager_8ecd4215.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-it-project-manager-precision-medicine-group-1130747,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
LaunchBrightly,Technical Product Manager,,,Draft,,,,Initial,,,2026-03-17_launchbrightly_technical-product-manager,,technical;dev;engineer;quality-assurance,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/launchbrightly/jobs/2026-03-17_launchbrightly_technical-product-manager_858c8e4b.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-technical-product-manager-launchbrightly-1130746,remote,90,remote_feed_source;remote_keyword,manual,,,
Versapay,Senior Software Engineer Ruby on Rails,Canada (Remote),,Draft,,,,Initial,,,2026-03-17_versapay_senior-software-engineer-ruby-on-rails,,software;saas;technical;developer;code;finance;fintech;ruby;rails;senior;ror;engineer;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/versapay/jobs/2026-03-17_versapay_senior-software-engineer-ruby-on-rails_c2909bf2.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-software-engineer-ruby-on-rails-versapay-1130745,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
BPM LLP,BPM LLP AI ML Engineer,United Kingdom,,Draft,,,,Initial,,,2026-03-17_bpm-llp_bpm-llp-ai-ml-engineer,,design;engineer;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/bpm-llp/jobs/2026-03-17_bpm-llp_bpm-llp-ai-ml-engineer_06b1e79a.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-bpm-llp-ai-ml-engineer-bpm-llp-1130744,remote,90,remote_feed_source;remote_keyword,manual,,,
Marathon Talent,CFO,,,Draft,,,,Initial,,,2026-03-17_marathon-talent_cfo,,cfo;support;software;accounting;financial;finance;api;management;lead;senior;operations;legal,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/marathon-talent/jobs/2026-03-17_marathon-talent_cfo_5005547b.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-cfo-marathon-talent-1130739,remote,90,remote_feed_source;remote_keyword,manual,,,
Pavago,Senior Backend Engineer,,,Draft,,,,Initial,,,2026-03-17_pavago_senior-backend-engineer,,design;c;saas;system;founder;technical;recruiter;code;devops;mongodb;api;strategy;lead;senior;analytics;reliability;health;engineer;engineering;linux;backend;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/pavago/jobs/2026-03-17_pavago_senior-backend-engineer_50c104a0.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-backend-engineer-pavago-1130738,remote,90,remote_feed_source;remote_keyword,manual,,,
ABBYY,Human Resources Engagement Partner,United States,,Draft,,,,Initial,,,2026-03-17_abbyy_human-resources-engagement-partner,,ai;software,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/abbyy/jobs/2026-03-17_abbyy_human-resources-engagement-partner_fbb32cc1.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-human-resources-engagement-partner-abbyy-1130736,remote,90,remote_feed_source;remote_keyword,manual,,,
Scale LLP,Corporate Associate ECVC,United States,,Draft,,,,Initial,,,2026-03-17_scale-llp_corporate-associate-ecvc,,support;growth;legal,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/scale-llp/jobs/2026-03-17_scale-llp_corporate-associate-ecvc_895c9e24.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-corporate-associate-ecvc-scale-llp-1130734,remote,90,remote_feed_source;remote_keyword,manual,,,
ZÃ³calo Health,Recruiting Coordinator,,,Draft,,,,Initial,,,2026-03-17_z-calo-health_recruiting-coordinator,,system;coordinator;support;lead;operations;medical;health;healthcare;recruiting,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/z-calo-health/jobs/2026-03-17_z-calo-health_recruiting-coordinator_7be6b79d.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-recruiting-coordinator-zocalo-health-1130733,remote,90,remote_feed_source;remote_keyword,manual,,,
Boulevard,Manager Revenue Accounting,,,Draft,,,,Initial,,,2026-03-17_boulevard_manager-revenue-accounting,,manager;accounting;design;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/boulevard/jobs/2026-03-17_boulevard_manager-revenue-accounting_708ed47f.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-manager-revenue-accounting-boulevard-1130732,remote,90,remote_feed_source;remote_keyword,manual,,,
